           6   0.00000000    
           6   0.00000000    
           6   0.00000000    
           9   0.00000000    
           9   0.00000000    
           9   0.00000000    
          12   0.00000000    
          12   0.00000000    
          12   0.00000000    
          15   0.00000000    
          15   0.00000000    
          15   0.00000000    
          18   0.00000000    
          18   0.00000000    
          18   0.00000000    
          21   3.81469727E-06
          21   3.81469727E-06
          21   3.81469727E-06
          24   0.00000000    
          24   0.00000000    
          24   0.00000000    
          27   0.00000000    
          27   0.00000000    
          27   0.00000000    
          30   3.81469727E-06
          30   3.81469727E-06
          30   3.81469727E-06
          33   3.81469727E-06
          33   3.81469727E-06
          33   3.81469727E-06
          36   0.00000000    
          36   0.00000000    
          36   0.00000000    
          39   1.90734863E-06
          39   1.90734863E-06
          39   1.90734863E-06
          42   3.81469727E-06
          42   3.81469727E-06
          42   3.81469727E-06
          45   1.90734863E-06
          45   1.90734863E-06
          45   1.90734863E-06
          48   0.00000000    
          48   0.00000000    
          48   0.00000000    
          51   3.81469727E-06
          51   3.81469727E-06
          51   3.81469727E-06
          54   0.00000000    
          54   0.00000000    
          54   0.00000000    
          57   0.00000000    
          57   0.00000000    
          57   0.00000000    
          60   0.00000000    
          60   0.00000000    
          60   0.00000000    
          63   0.00000000    
          63   0.00000000    
          63   0.00000000    
          66   1.90734863E-06
          66   1.90734863E-06
          66   1.90734863E-06
          69   3.81469727E-06
          69   3.81469727E-06
          69   3.81469727E-06
          72   0.00000000    
          72   0.00000000    
          72   0.00000000    
          75   0.00000000    
          75   0.00000000    
          75   0.00000000    
          78   1.90734863E-06
          78   1.90734863E-06
          78   1.90734863E-06
          81   0.00000000    
          81   0.00000000    
          81   0.00000000    
          84   3.81469727E-06
          84   3.81469727E-06
          84   3.81469727E-06
          87   0.00000000    
          87   0.00000000    
          87   0.00000000    
          90   3.81469727E-06
          90   3.81469727E-06
          90   3.81469727E-06
          93   3.81469727E-06
          93   3.81469727E-06
          93   3.81469727E-06
          96   0.00000000    
          96   0.00000000    
          96   0.00000000    
          99   0.00000000    
          99   0.00000000    
          99   0.00000000    
         102   5.72204590E-06
         102   5.72204590E-06
         102   5.72204590E-06
         105   3.81469727E-06
         105   3.81469727E-06
         105   3.81469727E-06
         108   0.00000000    
         108   0.00000000    
         108   0.00000000    
         111   0.00000000    
         111   0.00000000    
         111   0.00000000    
         114   3.81469727E-06
         114   3.81469727E-06
         114   3.81469727E-06
         117   0.00000000    
         117   0.00000000    
         117   0.00000000    
         120   0.00000000    
         120   0.00000000    
         120   0.00000000    
         123   3.81469727E-06
         123   3.81469727E-06
         123   3.81469727E-06
         126   3.81469727E-06
         126   3.81469727E-06
         126   3.81469727E-06
         129   5.72204590E-06
         129   5.72204590E-06
